Alabama, 2020, 934.0, 4042900.0
Alabama, 2019, 930.0, 4026151.0
Alabama, 2018, 953.0, 3999057.0
Alabama, 2017, 948.0, 3954378.0
Alabama, 2016, 1083.0, 3943082.0
Alabama, 2015, 850.0, 3907038.0
Alabama, 2014, 820.0, 3881542.0
Alabama, 2013, 853.0, 3859403.0
Alabama, 2012, 865.0, 3827522.0
Alabama, 2011, 895.0, 3798552.0
Alabama, 2010, 862.0, 3805751.0
Alabama, 2009, 848.0, 3782284.0
Alabama, 2008, 969.0, 3753550.0
Alabama, 2007, 1110.0, 3691762.0
Alabama, 2006, 1207.0, 3665180.0
Alabama, 2005, 1148.0, 3637414.0
Alabama, 2004, 1154.0, 3613138.0
Alabama, 2003, 1004.0, 3598034.0
Alabama, 2002, 1038.0, 3577986.0
Alabama, 2001, 991.0, 3559897.0
Alabama, 2000, 996.0, 3521444.0
Alabama, 1999, 1138.0, 3445893.0
Alaska, 2020, 64.0, 518872.0
Alaska, 2019, 67.0, 529281.0
Alaska, 2018, 80.0, 536033.0
Alaska, 2017, 79.0, 534585.0
Alaska, 2016, 84.0, 534585.0
Alaska, 2015, 65.0, 533227.0
Alaska, 2014, 73.0, 531744.0
Alaska, 2013, 51.0, 528873.0
Alaska, 2012, 59.0, 526371.0
Alaska, 2011, 72.0, 521280.0
Alaska, 2010, 56.0, 515239.0
Alaska, 2009, 64.0, 507759.0
Alaska, 2008, 62.0, 503162.0
Alaska, 2007, 82.0, 495249.0
Alaska, 2006, 74.0, 489024.0
Alaska, 2005, 73.0, 486582.0
Alaska, 2004, 101.0, 482532.0
Alaska, 2003, 98.0, 481487.0
Alaska, 2002, 89.0, 480295.0
Alaska, 2001, 89.0, 472211.0
Alaska, 2000, 106.0, 465256.0
Alaska, 1999, 79.0, 459362.0
Arizona, 2020, 1054.0, 5681495.0
Arizona, 2019, 979.0, 5369210.0
Arizona, 2018, 1011.0, 5284970.0
Arizona, 2017, 998.0, 5164966.0
Arizona, 2016, 952.0, 5082305.0
Arizona, 2015, 897.0, 4978762.0
Arizona, 2014, 773.0, 4881801.0
Arizona, 2013, 849.0, 4791450.0
Arizona, 2012, 821.0, 4697579.0
Arizona, 2011, 826.0, 4592398.0
Arizona, 2010, 759.0, 4443647.0
Arizona, 2009, 806.0, 4403390.0
Arizona, 2008, 938.0, 4315579.0
Arizona, 2007, 1071.0, 4153739.0
Arizona, 2006, 1293.0, 4032643.0
Arizona, 2005, 1179.0, 3943180.0
Arizona, 2004, 1151.0, 3783927.0
Arizona, 2003, 1118.0, 3819425.0
Arizona, 2002, 1132.0, 3668326.0
Arizona, 2001, 1051.0, 3550367.0
Arizona, 2000, 1036.0, 3433995.0
Arizona, 1999, 1024.0, 3297281.0
Arkansas, 2020, 638.0, 2153929.0
Arkansas, 2019, 511.0, 2153929.0
Arkansas, 2018, 520.0, 2145334.0
Arkansas, 2017, 525.0, 2417464.0
Arkansas, 2016, 561.0, 2391103.0
Arkansas, 2015, 550.0, 2119578.0
Arkansas, 2014, 470.0, 2111873.0
Arkansas, 2013, 498.0, 2097201.0
Arkansas, 2012, 560.0, 2199164.0
Arkansas, 2011, 551.0, 1956091.0
Arkansas, 2010, 571.0, 2077806.0
Arkansas, 2009, 596.0, 2065065.0
Arkansas, 2008, 600.0, 2055189.0
Arkansas, 2007, 649.0, 2046039.0
Arkansas, 2006, 665.0, 2034975.0
Arkansas, 2005, 654.0, 2024466.0
Arkansas, 2004, 703.0, 1862430.0
Arkansas, 2003, 640.0, 1998127.0
Arkansas, 2002, 640.0, 1965008.0
Arkansas, 2001, 611.0, 1961883.0
Arkansas, 2000, 652.0, 1947867.0
Arkansas, 1999, 604.0, 1925733.0
California, 2020, 3847.0, 27005302.0
California, 2019, 3719.0, 27213650.0
California, 2018, 3798.0, 27039400.0
California, 2017, 3884.0, 26777132.0
California, 2016, 3837.0, 26199436.0
California, 2015, 3387.0, 25532920.0
California, 2014, 3102.0, 24813346.0
California, 2013, 3107.0, 24390236.0
California, 2012, 2966.0, 24200997.0
California, 2011, 2816.0, 23856600.0
California, 2010, 2720.0, 23753441.0
California, 2009, 3090.0, 23680643.0
California, 2008, 3434.0, 23697667.0
California, 2007, 3995.0, 23467452.0
California, 2006, 4240.0, 23021279.0
California, 2005, 4333.0, 22895965.0
California, 2004, 4120.0, 22761088.0
California, 2003, 4224.0, 22657288.0
California, 2002, 4088.0, 22394800.0
California, 2001, 3956.0, 21623793.0
California, 2000, 3753.0, 21243939.0
California, 1999, 3559.0, 20830674.0
Colorado, 2020, 622.0, 4299447.0
Colorado, 2019, 597.0, 4235384.0
Colorado, 2018, 632.0, 4244713.0
Colorado, 2017, 648.0, 4156138.0
Colorado, 2016, 608.0, 4066580.0
Colorado, 2015, 547.0, 3974521.0
Colorado, 2014, 488.0, 3883362.0
Colorado, 2013, 482.0, 3837488.0
Colorado, 2012, 474.0, 3807673.0
Colorado, 2011, 447.0, 3669816.0
Colorado, 2010, 450.0, 3779273.0
Colorado, 2009, 465.0, 3704561.0
Colorado, 2008, 548.0, 3605682.0
Colorado, 2007, 554.0, 3502709.0
Colorado, 2006, 535.0, 3341275.0
Colorado, 2005, 606.0, 3341275.0
Colorado, 2004, 667.0, 3205054.0
Colorado, 2003, 642.0, 2975337.0
Colorado, 2002, 743.0, 3165815.0
Colorado, 2001, 741.0, 3287922.0
Colorado, 2000, 681.0, 3107258.0
Colorado, 1999, 626.0, 2990673.14
Connecticut, 2020, 295.0, 2508670.0
Connecticut, 2019, 249.0, 2608061.0
Connecticut, 2018, 293.0, 2605612.0
Connecticut, 2017, 281.0, 2586994.0
Connecticut, 2016, 304.0, 2611007.0
Connecticut, 2015, 270.0, 2566673.0
Connecticut, 2014, 248.0, 2542588.0
Connecticut, 2013, 286.0, 2534090.0
Connecticut, 2012, 264.0, 2485708.0
Connecticut, 2011, 221.0, 2986267.0
Connecticut, 2010, 320.0, 2934576.0
Connecticut, 2009, 224.0, 2916143.0
Connecticut, 2008, 302.0, 2883324.0
Connecticut, 2007, 296.0, 2848602.0
Connecticut, 2006, 311.0, 2805124.0
Connecticut, 2005, 278.0, 2740270.0
Connecticut, 2004, 294.0, 2694574.0
Connecticut, 2003, 298.0, 2659918.0
Connecticut, 2002, 325.0, 2672145.0
Connecticut, 2001, 318.0, 2650374.0
Connecticut, 2000, 341.0, 2652593.0
Connecticut, 1999, 301.0, 2373723.0
Delaware, 2020, 116.0, 829226.0
Delaware, 2019, 132.0, 812529.0
Delaware, 2018, 111.0, 786504.0
Delaware, 2017, 119.0, 770512.0
Delaware, 2016, 119.0, 756328.0
Delaware, 2015, 131.0, 742524.0
Delaware, 2014, 124.0, 732349.0
Delaware, 2013, 99.0, 723657.0
Delaware, 2012, 114.0, 720290.0
Delaware, 2011, 99.0, 716109.0
Delaware, 2010, 101.0, 695036.0
Delaware, 2009, 116.0, 699745.0
Delaware, 2008, 121.0, 651877.0
Delaware, 2007, 117.0, 624472.0
Delaware, 2006, 148.0, 619877.0
Delaware, 2005, 133.0, 610406.0
Delaware, 2004, 134.0, 533943.0
Delaware, 2003, 142.0, 585136.0
Delaware, 2002, 124.0, 573021.0
Delaware, 2001, 136.0, 564099.0
Delaware, 2000, 123.0, 556688.0
Delaware, 1999, 100.0, 551787.0
